Account_length;Total_day_minutes;Total_day_charge;Total_eve_minutes;Total_eve_charge;Total_intl_minutes;Total_intl_calls;Total_intl_charge;Customer_service_calls;Churn_1;International_planNo;International_planYes;Voice_mail_planNo;Voice_mail_planYes;PrinComp_1;PrinComp_2;PrinComp_3;PrinComp_4;PrinComp_5;PrinComp_6;PrinComp_7;PrinComp_8;PrinComp_9;PrinComp_10;PrinComp_11;PrinComp_12;PrinComp_13;PrinComp_14
89.0;141.1;23.99;249.1;21.17;10.8;2.0;2.92;2.0;0.0;1.0;0.0;1.0;0.0;-0.4086291;0.56295;-0.9400261;-0.63040707;1.38826;-0.35906;-0.9231302;0.43379;0.58015;-0.0033086;0.0006569;0.00013234;3.884e-14;-1.5382e-13
90.0;200.9;34.15;164.3;13.97;8.9;7.0;2.4;1.0;0.0;1.0;0.0;1.0;0.0;0.12829;1.25772;1.07294;0.19791;-0.4222758;0.57583;0.42799;-0.93354697;-0.0060639;0.0033039;-0.00081251;-0.00022946;-9.2055e-14;2.1511e-13
193.0;96.8;16.46;142.6;12.12;10.9;5.0;2.94;2.0;1.0;1.0;0.0;1.0;0.0;-0.818791;0.5659;1.31724;0.33189;1.4104;-1.2795;2.10463;1.86634;-2.31108897;0.0038199;0.00024065;0.00025084;2.0426e-13;-1.4432e-13
114.0;172.0;29.24;276.4;23.49;10.1;9.0;2.73;1.0;0.0;1.0;0.0;1.0;0.0;0.46015;0.57742;-1.540117;-0.80757125;1.19574;0.99231;1.24902;-1.14419916;0.39733;-0.002173;0.00064946;-5.9029e-05;-1.6061e-14;-9.7749e-14
7.0;221.4;37.64;165.8;14.09;10.8;12.0;2.92;1.0;0.0;1.0;0.0;0.0;1.0;-0.7469571;-1.189918;0.44384;0.01313;-2.2602295;0.12072;0.697;-3.82193673;-0.27115602;-0.0030467;0.00042386;0.00013353;2.5952e-14;-1.1015e-13
71.0;243.7;41.43;60.0;5.1;11.3;2.0;3.05;0.0;0.0;1.0;0.0;1.0;0.0;-0.3105319;0.90853;4.0847;-0.27635087;-1.7697481;0.65262;-1.4097565;0.12094;-0.63888817;0.0011841;-2.6335e-05;1.382e-05;2.8959e-14;-4.9347e-15
31.0;210.5;35.79;250.5;21.29;11.5;2.0;3.11;1.0;0.0;1.0;0.0;0.0;1.0;-0.4893567;-1.5365823;-1.6499224;-0.7917317;-1.4295665;-0.05473;-1.9733252;-0.76186219;0.15272;-0.004383;0.0004627;0.00030978;7.2692e-14;-1.6655e-13
111.0;284.4;48.35;157.0;13.35;8.4;8.0;2.27;0.0;1.0;1.0;0.0;1.0;0.0;2.55177;1.14681;1.31355;-0.32884635;-1.6667884;0.45154;1.07041;-0.72328127;-2.36706401;-0.0013313;-0.00088152;0.00013996;-4.5426e-14;1.3473e-13
97.0;169.7;28.85;165.9;14.1;12.8;6.0;3.46;3.0;0.0;1.0;0.0;1.0;0.0;-0.5679069;0.16033;1.52789;-0.91014262;0.5242;-0.85135;0.6109;-0.36223977;0.73763;-0.0030517;0.00025446;3.7727e-06;-4.1984e-14;-3.6243e-14
51.0;227.2;38.62;194.4;16.52;14.9;2.0;4.02;0.0;0.0;1.0;0.0;1.0;0.0;0.14779;-0.4679844;1.35227;-2.3886924;0.09802;0.73983;-1.9131303;-0.3520682;-0.06606544;0.0030158;0.00062706;-0.00037087;-3.499e-14;-2.0533e-14
86.0;223.9;38.06;155.7;13.23;7.3;9.0;1.97;1.0;0.0;1.0;0.0;1.0;0.0;0.61403;1.70365;1.13524;0.66268;-1.0264651;0.76123;0.93361;-1.56715265;0.01299;0.0014637;0.00067362;-0.00026852;-2.2167e-14;-5.4173e-14
190.0;169.4;28.8;253.5;21.55;8.9;5.0;2.4;1.0;0.0;1.0;0.0;1.0;0.0;0.32637;0.97255;-1.2663843;-0.20264302;0.84429;1.24937;1.29167;1.31819;0.34448;0.0033804;-0.00041126;0.00011804;8.5802e-14;2.7095e-14
80.0;118.1;20.08;144.3;12.27;8.2;6.0;2.21;1.0;0.0;1.0;0.0;1.0;0.0;-1.421062;1.58563;1.14593;1.19324;0.5961;0.05284;0.15031;-0.75455462;-0.45662181;0.0043277;-0.00074906;0.0002205;1.1966e-13;5.6294e-14
36.0;202.4;34.41;230.7;19.61;10.2;2.0;2.75;3.0;0.0;1.0;0.0;1.0;0.0;0.58049;0.7866;-0.348323;-0.70640336;0.15401;-1.085;-1.6376475;-0.48224981;1.10895;0.0040099;-9.8032e-05;0.00011222;1.2338e-13;-3.5521e-14
45.0;155.7;26.47;260.3;22.13;11.0;1.0;2.97;1.0;0.0;1.0;0.0;1.0;0.0;-0.213588;0.51264;-1.1190736;-0.92572065;1.26574;-0.0084008;-2.1005141;-0.16635522;0.27089;0.00022834;-0.00071026;3.6754e-05;-4.0097e-14;1.264e-13
170.0;246.4;41.89;228.1;19.39;9.1;8.0;2.46;0.0;0.0;1.0;0.0;1.0;0.0;1.39963;0.9206;-0.3035452;-0.68563075;-0.4970939;2.13723;1.60731;0.05116;0.1266;-0.0022901;-0.00028976;0.00010675;-2.9439e-14;3.4201e-14
103.0;189.8;32.27;115.5;9.82;12.2;4.0;3.29;0.0;0.0;1.0;0.0;1.0;0.0;-0.8151511;0.48819;2.69651;-0.58214874;-0.2855108;0.86374;-0.3363499;0.13576;-0.59372394;0.0041873;-0.00043795;0.00026808;1.6263e-13;-1.9035e-14
112.0;167.8;28.53;247.9;21.07;11.9;4.0;3.21;0.0;0.0;1.0;0.0;1.0;0.0;-0.1365783;0.20715;-0.6354957;-1.25699259;1.17135;1.19638;-0.3666978;0.16188;-0.09083103;0.0032193;0.00025674;0.00024902;1.9238e-13;-1.4399e-13
125.0;143.2;24.34;88.1;7.49;8.8;7.0;2.38;4.0;1.0;1.0;0.0;1.0;0.0;-0.1541715;1.30801;2.52568;1.18151;-0.0753998;-2.7432;1.99807;0.24643;-1.65317643;-0.0027246;-0.00021499;-0.00034549;-2.1834e-13;1.6399e-13
73.0;82.3;13.99;256.1;21.77;11.8;2.0;3.19;6.0;1.0;1.0;0.0;0.0;1.0;-1.2273869;-1.7912094;-2.3700539;0.0545;0.7497;-4.63;0.02533;0.63605;-0.61568475;-0.0027693;-0.00012146;-0.00011729;-1.1782e-13;7.4253e-14
232.0;165.6;28.15;195.9;16.65;11.8;3.0;3.19;1.0;0.0;1.0;0.0;1.0;0.0;-0.41473;0.29817;0.53203;-0.79882502;0.75198;1.19346;1.43595;2.69807;0.15578;-0.003076;0.00030462;-0.00024707;-1.4152e-13;3.3201e-14
95.0;165.7;28.17;215.6;18.33;9.8;6.0;2.65;0.0;0.0;1.0;0.0;0.0;1.0;-1.3458776;-1.0110676;-1.223889;0.37847;-1.1345539;0.92197;0.14423;-0.70329914;-0.59716995;-0.0031537;-0.00064132;5.7784e-05;-9.7505e-14;1.2266e-13
182.0;176.1;29.94;174.9;14.87;9.7;4.0;2.62;1.0;0.0;1.0;0.0;1.0;0.0;-0.2552305;0.9765;0.77949;0.01762;0.14055;0.94234;0.98444;1.53602;0.03286;-0.00035684;-0.00055623;0.00017544;1.7524e-14;5.5406e-14
55.0;119.7;20.35;231.8;19.7;4.6;2.0;1.24;2.0;0.0;1.0;0.0;1.0;0.0;-0.4514075;2.41805;-1.5608788;1.84741;0.78224;-0.59894;-1.3585383;-0.17582788;0.29502;0.0021961;0.00055762;1.8752e-05;1.0112e-13;-1.2501e-13
86.0;99.9;16.98;263.5;22.4;9.8;7.0;2.65;2.0;0.0;1.0;0.0;0.0;1.0;-1.9491688;-1.1120206;-2.6012093;0.58675;0.29323;-0.45514;0.66597;-1.01006334;0.12574;-0.0029468;-0.00037295;-0.00024304;-1.9409e-13;1.6396e-13
127.0;239.8;40.77;128.9;10.96;11.3;5.0;3.05;1.0;0.0;1.0;0.0;1.0;0.0;0.32998;0.64134;2.40801;-0.69087322;-1.0591441;0.74661;0.3938;0.29358;0.07412;0.0014025;-0.00062315;0.0002651;8.6524e-14;3.1481e-14
63.0;164.5;27.97;147.9;12.57;11.2;2.0;3.02;0.0;0.0;1.0;0.0;1.0;0.0;-0.9894142;0.74826;1.66407;-0.28373331;0.21866;0.49313;-1.5401653;-0.05766162;-0.58614367;0.0040521;0.00026553;0.00032141;2.4073e-13;-1.7252e-13
79.0;220.9;37.55;192.2;16.34;12.2;2.0;3.29;1.0;0.0;1.0;0.0;1.0;0.0;0.33189;0.28731;0.94248;-1.33526046;-0.1690372;0.34543;-1.2910554;0.20071;0.27628;0.0040076;-0.00053541;-0.00025851;-6.5632e-14;1.6659e-13
111.0;128.8;21.9;157.3;13.37;10.3;2.0;2.78;2.0;0.0;1.0;0.0;0.0;1.0;-2.3809803;-0.938074;0.08391;0.942;-1.0950659;-0.71495;-0.2953237;0.89372;-0.17242808;0.0015806;0.00014997;0.00025533;1.513e-13;-1.1704e-13
121.0;193.8;32.95;197.6;16.8;5.9;4.0;1.59;0.0;0.0;1.0;0.0;0.0;1.0;-0.7083338;0.13567;-1.3393429;1.68214;-2.2488908;1.1509;-0.0428172;0.27581;-0.58699765;0.0032438;-0.00065546;0.00030113;1.3775e-13;1.8076e-14
112.0;168.6;28.66;298.0;25.33;9.8;5.0;2.65;1.0;0.0;1.0;0.0;1.0;0.0;0.5203;0.64606;-2.1633714;-0.84527064;1.33025;0.82716;0.0226;-0.11774071;0.49901;-0.0032909;2.3605e-05;-0.00021062;-1.5495e-13;7.7832e-14
81.0;115.9;19.7;236.6;20.11;11.7;6.0;3.16;3.0;0.0;1.0;0.0;0.0;1.0;-1.979757;-1.5740541;-1.6020642;0.01712;0.0113;-1.1862;0.47281;-0.73510263;0.50285;-0.0001297;0.00019167;-0.00025683;-9.1954e-14;4.4166e-14
72.0;272.4;46.31;107.9;9.17;12.7;2.0;3.43;0.0;0.0;1.0;0.0;1.0;0.0;0.44478;0.35458;3.2492;-1.3258947;-1.6292019;0.88814;-1.520926;0.06988;-0.2811317;-0.00074221;0.00022029;7.3853e-05;3.3289e-14;-6.2777e-14
64.0;210.0;35.7;232.7;19.78;5.9;4.0;1.59;8.0;0.0;1.0;0.0;0.0;1.0;0.3825;0.04766;-2.1007494;1.55919;-2.3559446;-3.8968;0.34258;-0.29081146;2.79233;0.0034748;-0.00010179;-1.1503e-05;6.1257e-14;6.7517e-15
163.0;223.0;37.91;227.0;19.3;8.8;5.0;2.38;1.0;0.0;1.0;0.0;1.0;0.0;1.02694;1.05719;-0.4355802;-0.38000377;-0.2468189;1.23439;0.83165;0.82208;0.43147;-0.0032774;-0.00083329;-4.3334e-05;-1.5795e-13;1.9252e-13
104.0;139.7;23.75;202.6;17.22;11.3;5.0;3.05;2.0;0.0;1.0;0.0;1.0;0.0;-0.7661176;0.5134;0.28108;-0.45059038;1.1258;-0.25101;0.25628;-0.05575301;0.36497;0.0015452;0.00017879;2.2962e-05;5.7381e-14;-4.9566e-14
93.0;136.8;23.26;179.5;15.26;12.5;3.0;3.38;2.0;0.0;1.0;0.0;0.0;1.0;-2.2422598;-1.6318472;-0.0570455;-0.05692208;-0.7395592;-0.73457;-0.3358702;0.2835;-0.02484524;-0.0040071;-0.00034215;0.00025203;-1.0686e-14;7.0848e-15
197.0;154.8;26.32;171.5;14.58;10.6;2.0;2.86;3.0;0.0;1.0;0.0;1.0;0.0;-0.5937849;0.74968;0.89935;-0.06092286;0.49488;-0.389;1.00184;2.49963;0.76268;0.002531;-0.00037201;0.00024335;1.2261e-13;-1.6037e-14
57.0;192.8;32.78;158.0;13.43;12.7;6.0;3.43;1.0;0.0;1.0;0.0;1.0;0.0;-0.4038985;0.23263;1.8034;-1.05361866;0.1003;0.17217;-0.3634083;-1.21256501;-0.02865692;-0.00044869;-2.2267e-05;0.00025238;9.2297e-14;-7.2936e-14
107.0;103.4;17.58;189.3;16.09;14.4;3.0;3.89;1.0;0.0;1.0;0.0;1.0;0.0;-1.843512;-0.2878944;0.9408;-1.22754693;1.95537;0.0108;-0.3828298;0.54264;-0.18603423;-0.0012618;0.00014716;7.5207e-05;1.6247e-14;-4.6235e-14
75.0;147.5;25.08;191.7;16.29;16.4;3.0;4.43;2.0;0.0;1.0;0.0;1.0;0.0;-1.1769091;-0.8711088;1.37153;-2.24930806;1.50661;-0.64804;-0.7898032;0.00868;0.41737;-0.0013153;0.00078875;0.00028145;1.5397e-13;-2.3647e-13
106.0;178.4;30.33;247.0;21.0;9.6;2.0;2.59;0.0;0.0;1.0;0.0;1.0;0.0;0.17907;0.88147;-0.9575298;-0.52215168;0.67253;1.14738;-1.0498184;0.57522;-0.07619855;0.0021365;-0.00081265;0.00012125;2.6683e-14;1.1058e-13
70.0;148.4;25.23;267.1;22.7;8.9;4.0;2.4;0.0;0.0;1.0;0.0;1.0;0.0;-0.1210578;1.05047;-1.6214405;-0.19244445;1.2507;0.94503;-0.9977811;-0.61290839;-0.16139968;0.003132;0.00059914;9.8954e-05;1.5758e-13;-1.6309e-13
80.0;148.6;25.26;210.8;17.92;10.0;2.0;2.7;2.0;0.0;1.0;0.0;1.0;0.0;-0.5206108;0.90245;-0.1106329;-0.12764738;0.8349;-0.47442;-1.0108137;0.30538;0.4216;0.00040692;-0.00030033;-0.00020031;-9.8994e-14;1.1997e-13
137.0;97.5;16.58;195.8;16.64;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;-0.7913022;3.80364;-1.5551479;3.86565;0.25235;0.35172;-0.7411425;1.79685;-0.35768455;0.00032875;0.00062935;0.000298;1.8173e-13;-2.1754e-13
90.0;185.6;31.55;219.7;18.67;11.1;5.0;3.0;2.0;0.0;1.0;0.0;0.0;1.0;-0.9491745;-1.3960212;-1.0539412;-0.19766416;-1.3016342;-0.29877;0.06678;-0.40764002;0.32562;-0.0021875;0.00076331;-0.00021094;-6.875e-14;-7.2074e-14
30.0;137.6;23.39;162.0;13.77;5.8;10.0;1.57;3.0;0.0;1.0;0.0;1.0;0.0;-0.5858428;2.19252;0.47831;1.84103;0.15984;-1.1036;0.83741;-2.65819873;0.40731;-0.003037;-1.9878e-05;-0.00017829;-1.3968e-13;7.489e-14
105.0;273.9;46.56;278.6;23.68;10.9;7.0;2.94;1.0;1.0;0.0;1.0;1.0;0.0;5.36441;-2.7480193;-0.2086478;0.95866;1.65585;0.66804;0.11371;-0.65526755;-0.73922104;0.0034473;9.8591e-05;-0.00022069;-8.7332e-15;3.3201e-14
102.0;125.3;21.3;141.2;12.0;6.3;2.0;1.7;3.0;0.0;1.0;0.0;0.0;1.0;-2.1861294;0.25168;-0.1652282;2.53046;-1.7023924;-1.3558;-0.2189895;0.79145;0.0734;0.0015742;0.00039752;-0.00012122;1.7403e-14;-4.6761e-14
83.0;178.8;30.4;167.9;14.27;8.6;4.0;2.32;3.0;0.0;1.0;0.0;1.0;0.0;-0.1120795;1.37772;0.8335;0.49219;-0.169761;-0.91269;-0.1893597;-0.10604006;0.7245;0.0023638;0.0002519;0.000249;1.739e-13;-1.3894e-13
63.0;214.9;36.53;198.2;16.85;8.2;5.0;2.21;0.0;0.0;1.0;0.0;0.0;1.0;-0.5525554;-0.5005405;-0.8774433;0.70609;-2.2886618;0.86029;-0.6855559;-1.03374313;-0.50825568;0.004123;-0.00054307;-0.00021652;-4.6435e-14;1.5452e-13
155.0;163.0;27.71;203.9;17.33;15.1;4.0;4.08;2.0;0.0;1.0;0.0;1.0;0.0;-0.6295033;-0.616394;0.89778;-1.97837685;1.25023;0.06652;0.69198;1.12983;0.56857;-0.0021333;0.00027695;-8.4764e-05;-5.6917e-14;-1.7203e-14
105.0;115.5;19.64;267.3;22.72;13.3;5.0;3.59;3.0;0.0;1.0;0.0;1.0;0.0;-0.76328;-0.2256987;-1.0549841;-1.41078227;2.30038;-0.81943;0.37003;-0.01583645;0.98305;0.0016206;0.00011522;0.00032407;1.7723e-13;-1.3233e-13
73.0;137.1;23.31;210.8;17.92;11.1;4.0;3.0;1.0;0.0;1.0;0.0;1.0;0.0;-0.848997;0.58273;0.04708;-0.46009216;1.20301;0.11046;-0.6873632;-0.40889509;-0.02699893;-0.0023332;-0.00028992;0.00017239;-3.5706e-15;1.3884e-14
21.0;132.7;22.56;204.6;17.39;12.9;7.0;3.48;3.0;0.0;1.0;0.0;0.0;1.0;-2.0648203;-1.7995064;-0.540273;-0.30380528;-0.3832387;-1.5754;-0.1386728;-2.04691752;0.39937;0.0035554;0.00014813;6.6584e-05;1.1599e-13;-6.7078e-14
71.0;183.2;31.14;209.4;17.8;11.9;6.0;3.21;1.0;0.0;1.0;0.0;0.0;1.0;-1.2038253;-1.5833734;-0.670143;-0.41629341;-1.2258978;0.17377;-0.0837597;-1.06237816;-0.13773444;0.0033948;-0.00020451;-0.0003063;-7.0305e-14;1.1999e-13
112.0;170.5;28.99;193.2;16.42;11.2;6.0;3.02;0.0;0.0;1.0;0.0;1.0;0.0;-0.4236336;0.53884;0.60773;-0.63137136;0.60118;1.17396;0.30109;-0.32558414;-0.34780728;0.0042569;0.00031518;0.00033366;2.5428e-13;-1.8712e-13
66.0;154.0;26.18;198.9;16.91;9.5;3.0;2.57;4.0;1.0;1.0;0.0;1.0;0.0;0.71551;0.87377;-0.0190115;0.04351;0.71404;-3.0029;-0.2690614;0.14911;-1.11679483;-0.0040046;-0.0005074;-4.8736e-05;-1.4862e-13;1.3401e-13
99.0;54.8;9.32;173.0;14.71;7.5;3.0;2.03;1.0;0.0;1.0;0.0;1.0;0.0;-2.2704291;1.75704;0.07786;1.68769;1.70822;-0.15808;-0.3737696;0.41365;-0.573136;-0.0040834;-0.00071402;0.00025016;-4.4982e-14;8.1052e-14
124.0;184.8;31.42;175.1;14.88;10.5;6.0;2.84;1.0;0.0;1.0;0.0;1.0;0.0;-0.1809199;0.76341;0.98325;-0.33260102;0.12096;0.67757;0.66069;-0.04400353;0.02883;-0.0040991;0.00060326;0.00021667;5.2274e-14;-1.6619e-13
95.0;283.1;48.13;286.2;24.33;11.3;3.0;3.05;3.0;0.0;1.0;0.0;0.0;1.0;1.27061;-1.6880661;-2.3096298;-1.43211326;-2.2823717;-0.36187;-0.5353681;0.13323;1.45395;0.0012951;-0.00053427;0.0002068;6.7918e-14;3.3064e-14
130.0;68.4;11.63;193.3;16.43;10.4;4.0;2.81;0.0;0.0;1.0;0.0;1.0;0.0;-2.1368761;0.83677;0.08763;0.39303;2.07874;0.7594;0.16159;0.61691;-0.76496417;-0.001228;0.00016964;8.3227e-05;2.1909e-14;-5.3063e-14
93.0;131.4;22.34;219.7;18.67;11.1;2.0;3.0;1.0;1.0;0.0;1.0;1.0;0.0;2.34285;-2.4883979;0.69647;2.33251;3.32114;-0.45991;-1.2100668;0.67294;-1.57921824;-0.0020829;0.00085066;9.0341e-05;6.4097e-14;-1.8462e-13
191.0;162.0;27.54;241.2;20.5;10.9;7.0;2.94;1.0;0.0;1.0;0.0;1.0;0.0;-0.0174314;0.42191;-0.658562;-0.76184283;1.13969;1.24902;1.91452;0.82608;0.27613;0.0035197;0.00031737;-4.7552e-05;8.2194e-14;-6.3999e-14
88.0;148.2;25.19;308.7;26.24;6.4;4.0;1.73;2.0;0.0;1.0;0.0;1.0;0.0;0.55549;1.62304;-3.0303331;0.45998;1.27312;0.02206;-0.4402387;-0.22902985;0.79835;-0.0014782;-5.0078e-05;-0.00034814;-1.7904e-13;1.269e-13
16.0;174.7;29.7;280.8;23.87;10.5;8.0;2.84;5.0;0.0;1.0;0.0;1.0;0.0;0.70387;0.52123;-1.5359173;-0.88986614;1.12352;-2.1152;0.10979;-2.37432363;1.96847;-0.0040623;-0.00035253;4.1679e-05;-9.9216e-14;7.539e-14
107.0;194.5;33.07;186.3;15.84;12.7;1.0;3.43;2.0;0.0;1.0;0.0;1.0;0.0;-0.1280324;0.16305;1.04757;-1.24887545;0.23369;-0.26531;-0.9358355;1.06637;0.57147;-0.00055452;-0.00071727;0.0003206;5.9435e-14;4.1972e-14
96.0;150.0;25.5;159.4;13.55;8.5;3.0;2.3;1.0;0.0;1.0;0.0;0.0;1.0;-1.9282307;-0.4454233;-0.1563092;1.37548;-1.6054916;-0.023863;-0.4314776;0.26033;-0.51644812;-0.0041139;-9.8331e-05;-5.0097e-05;-1.1649e-13;5.5268e-14
163.0;231.9;39.42;211.8;18.0;12.3;3.0;3.32;2.0;0.0;1.0;0.0;0.0;1.0;-0.2822064;-1.777192;-0.5668238;-0.90385167;-1.9561924;0.2461;0.53559;1.41675;0.56774;0.0015207;0.0004911;-0.00028322;-4.2105e-14;-1.4232e-14
95.0;269.0;45.73;233.7;19.86;7.3;4.0;1.97;2.0;1.0;1.0;0.0;1.0;0.0;3.03076;1.30293;-0.8034778;-0.32272056;-1.0081368;-0.90091;-0.0983164;0.1213;-1.29273601;0.00134;0.00073864;-5.8223e-05;6.6484e-14;-1.3239e-13
123.0;198.7;33.78;249.0;21.17;12.5;5.0;3.38;1.0;0.0;1.0;0.0;0.0;1.0;-0.6524431;-1.9087449;-1.5123597;-1.02862881;-1.0485652;0.63538;0.33334;0.08322;0.15782;-0.0040792;-0.00081334;4.8164e-05;-1.3559e-13;1.6363e-13
34.0;293.7;49.93;272.5;23.16;11.0;10.0;2.97;2.0;1.0;1.0;0.0;1.0;0.0;3.52056;0.10804;-0.9778457;-2.07776488;-0.5136;-0.86709;0.60314;-2.63651592;-1.03950846;0.00053799;0.00032314;5.3882e-05;6.06e-14;-8.2872e-14
96.0;175.8;29.89;206.6;17.56;11.1;2.0;3.0;2.0;0.0;1.0;0.0;0.0;1.0;-1.2666922;-1.326366;-0.8067562;-0.04249192;-1.3101416;-0.48942;-0.6816042;0.53672;0.2486;-0.002281;0.00022598;0.00024055;6.925e-14;-1.086e-13
146.0;169.5;28.82;230.9;19.63;9.0;7.0;2.43;2.0;0.0;1.0;0.0;1.0;0.0;0.21691;1.01586;-0.6600945;-0.0459071;0.66215;0.38823;1.40263;0.07933;0.60076;0.00065259;-0.00058521;0.00034954;1.0806e-13;1.3381e-15
138.0;225.2;38.28;173.4;14.74;11.7;4.0;3.16;0.0;0.0;0.0;1.0;0.0;1.0;1.39769;-4.3435277;1.33632;2.49959;-0.3869965;1.89169;-0.3769016;0.57277;0.22421;-0.00027719;-0.00018059;-0.00031025;-1.478e-13;1.3409e-13
76.0;129.7;22.05;177.5;15.09;7.5;3.0;2.03;5.0;1.0;1.0;0.0;1.0;0.0;0.37077;1.50891;0.09226;1.11588;0.6452;-3.6645;0.13284;0.42184;-0.9390217;-0.003913;-0.00032056;2.1734e-05;-1.0205e-13;7.4946e-14
83.0;95.9;16.3;261.6;22.24;13.3;4.0;3.59;0.0;0.0;1.0;0.0;0.0;1.0;-2.5092575;-2.0587846;-2.0495575;-0.68109385;0.7608;0.48603;-0.5967776;-0.34714643;-0.62924853;0.0015557;-0.0006233;-0.00023486;-1.1571e-13;1.885e-13
104.0;170.6;29.0;162.1;13.78;6.1;1.0;1.65;1.0;0.0;1.0;0.0;1.0;0.0;-0.285063;2.12837;0.50908;1.40496;-0.4134718;0.28437;-1.0465361;0.95441;-0.1383781;-0.0025046;-0.00019348;-0.00021705;-1.5906e-13;1.1863e-13
106.0;191.4;32.54;200.7;17.06;8.2;3.0;2.21;1.0;0.0;1.0;0.0;1.0;0.0;0.24499;1.39011;-0.0012892;0.24472;-0.1092177;0.55315;-0.5334504;0.39971;0.14284;0.0040825;-8.7007e-05;0.00011151;1.2549e-13;-3.7631e-14
84.0;75.3;12.8;179.9;15.29;12.3;1.0;3.32;1.0;0.0;1.0;0.0;1.0;0.0;-2.2889156;0.39372;0.72644;-0.21725494;2.00886;-0.35014;-1.2517526;0.69526;-0.38227945;0.0014456;0.00032906;-0.0001476;-2.2939e-15;-2.4641e-14
99.0;128.8;21.9;203.9;17.33;14.1;4.0;3.81;2.0;0.0;1.0;0.0;1.0;0.0;-1.1856386;-0.267785;0.64573;-1.37851757;1.64234;-0.43804;-0.1084145;0.15206;0.36957;-0.0021791;0.0002989;0.00022269;7.0037e-14;-1.1796e-13
134.0;141.7;24.09;205.6;17.48;8.8;6.0;2.38;0.0;0.0;1.0;0.0;1.0;0.0;-0.616987;1.18468;-0.1825512;0.3393;0.86893;1.27781;0.67595;0.06104;-0.4337969;-0.0031705;-0.00063209;3.4233e-05;-1.0704e-13;1.284e-13
80.0;268.7;45.68;301.0;25.59;5.8;1.0;1.57;2.0;1.0;1.0;0.0;1.0;0.0;3.59925;1.57919;-2.6932613;-0.28439965;-0.6640119;-0.93835;-1.3033127;0.58204;-1.00609694;-0.0035501;-0.00078991;3.6116e-05;-1.2808e-13;1.6054e-13
85.0;255.3;43.4;194.6;16.54;3.7;5.0;1.0;3.0;0.0;1.0;0.0;1.0;0.0;1.81373;2.633;-0.3028803;1.47746;-1.7375523;-0.33597;-0.0120841;-0.46638735;1.08901;-0.0006147;0.00013142;-0.00012221;-5.2198e-14;1.5993e-14
120.0;239.4;40.7;259.4;22.05;7.7;3.0;2.08;0.0;0.0;1.0;0.0;0.0;1.0;0.39406;-0.5715839;-2.3966357;0.26264;-2.2203148;1.4267;-0.5274905;0.43352;-0.08475324;-0.00062482;-0.00015416;0.0001172;2.1844e-14;-3.3513e-15
120.0;158.0;26.86;197.0;16.75;10.0;5.0;2.7;1.0;0.0;1.0;0.0;1.0;0.0;-0.4528388;0.87712;0.268;-0.1153484;0.64964;0.55279;0.31851;0.14978;0.00988;0.00053865;-0.00082707;-2.6503e-05;-6.9129e-14;1.6754e-13
125.0;182.3;30.99;139.8;11.88;11.6;7.0;3.13;2.0;0.0;1.0;0.0;1.0;0.0;-0.4910656;0.54175;2.00987;-0.41264587;-0.008175;-6.7865e-05;1.19038;-0.1854463;0.26988;0.0025683;0.00045996;-0.00012843;4.1005e-14;-6.2e-14
118.0;91.5;15.56;219.9;18.69;12.7;8.0;3.43;2.0;0.0;1.0;0.0;0.0;1.0;-2.6142016;-1.8410318;-1.1242617;-0.05952557;0.43903;-0.40754;1.51911;-0.63534376;-0.04549222;3.3592e-05;0.00028995;0.00034398;1.6651e-13;-1.65e-13
62.0;172.4;29.31;230.5;19.59;11.0;5.0;2.97;0.0;0.0;1.0;0.0;1.0;0.0;-0.1463669;0.53475;-0.3042922;-0.85153584;0.83603;0.90368;-0.8190343;-0.99156287;-0.20460144;0.00037151;0.00041654;9.4143e-05;8.1528e-14;-1.1268e-13
112.0;174.5;29.67;259.3;22.04;11.3;7.0;3.05;1.0;0.0;1.0;0.0;1.0;0.0;0.24039;0.30676;-0.949908;-1.13419162;1.12369;0.81714;0.65147;-0.61188115;0.36025;0.0014938;6.8978e-05;0.00033614;1.7556e-13;-1.2645e-13
68.0;157.3;26.74;220.9;18.78;12.0;7.0;3.24;1.0;0.0;1.0;0.0;1.0;0.0;-0.4449769;0.25947;0.04937;-0.9874308;1.13517;0.32693;0.0605;-1.33477534;0.09473;0.00055318;-0.00060811;-9.5386e-05;-7.8622e-14;1.4622e-13
201.0;192.0;32.64;239.1;20.32;15.1;3.0;4.08;1.0;0.0;1.0;0.0;0.0;1.0;-1.0188293;-2.652542;-0.9450081;-1.82726576;-0.7103707;0.94493;0.96238;2.05161;0.19155;-0.0021047;0.00062584;-8.2437e-05;-2.5785e-14;-8.6174e-14
116.0;160.7;27.32;146.8;12.48;8.2;5.0;2.21;0.0;0.0;1.0;0.0;1.0;0.0;-0.7304877;1.53683;1.20906;0.83107;-0.0389371;1.04208;0.17028;0.05868;-0.63316301;0.0042241;-0.00034277;5.0461e-05;8.1917e-14;3.087e-14
133.0;227.4;38.66;73.2;6.22;4.7;7.0;1.27;0.0;0.0;1.0;0.0;1.0;0.0;0.16953;2.66079;2.68947;2.11083;-2.1228545;1.42194;1.03597;-0.17428691;-0.73458568;-0.00044884;0.00030346;9.7422e-05;5.6048e-14;-8.7591e-14
